,KepID,Exoplanet Archive Disposition,Disposition Score,Orbital Period [days],Transit Epoch [BKJD],Impact Parameter,Transit Duration [hrs],Transit Depth [ppm],Planetary Radius [Earth radii],Equilibrium Temperature [K],Insolation Flux [Earth flux],Transit Signal-to-Noise,Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Radius [Solar radii],Dec [decimal degrees],Kepler-band [mag]
7197,3241344,FALSE POSITIVE,0.0,3.912679136,133.4288498,23.127,3.556,291510.0,1794.2,1018.0,253.12,1229.9,5616.0,4.553,0.72,38.318451,14.756
7198,3347485,FALSE POSITIVE,0.0,7.544804312,137.11963,1.266,8.2678,6501.7,63.99,1233.0,546.03,587.2,5953.0,3.984,1.609,38.448551,12.92
7200,2161623,FALSE POSITIVE,0.0,2.283466438,132.34883,0.457,7.7999,864260.0,218.79,2014.0,3883.24,1103.1,6723.0,4.089,1.719,37.591019,14.312
7201,2707097,FALSE POSITIVE,0.0,0.692807507,131.88094,1.196,1.49242,25338.0,46.44,2057.0,4211.9,260.9,5780.0,4.438,1.0,37.939384,15.726
7202,2719873,FALSE POSITIVE,0.0,17.279290765,135.2741342,0.496,5.07591,164310.0,27.66,556.0,22.63,2841.5,5251.0,4.623,0.658,37.96442,15.16
7207,8590780,FALSE POSITIVE,0.0,4.326946311,132.1921929,0.482,5.55905,409030.0,106.99,1481.0,1137.15,4247.8,6231.0,4.078,1.501,44.645962,13.253
7208,8613338,FALSE POSITIVE,,527.29093,209.218,0.2371,14.305,200.8,1.3,216.0,0.51,16.0,5671.0,4.466,0.919,44.766392,12.796
7209,8646141,FALSE POSITIVE,,168.858303,237.5792,0.0436,12.964,119.1,2.41,526.0,18.16,9.7,6608.0,3.907,2.189,44.767578,13.409
7210,8653134,CONFIRMED,1.0,5.34264143,134.38122,0.021,2.453,691.3,1.72,799.0,96.47,19.9,5101.0,4.63,0.67,44.751015,13.116
7211,8702921,FALSE POSITIVE,0.0,19.38444245,137.214882,0.203,20.5899,3372.0,28.3,1185.0,466.04,685.3,4968.0,3.291,5.026,44.853069,11.98
7213,8957954,FALSE POSITIVE,0.0,2.179924994,132.1293516,0.711,4.87581,253150.0,60.99,1448.0,1040.63,4541.1,6106.0,4.487,0.966,45.238609,13.96
7214,8984706,FALSE POSITIVE,0.0,10.135401047,132.3238999,0.704,5.6831,256060.0,89.16,1035.0,270.76,4311.3,5895.0,4.103,1.415,45.205688,13.92
7215,4247807,FALSE POSITIVE,,2.02487934,131.9026,0.3797,1.621,145.8,1.0,1284.0,643.17,7.7,5440.0,4.496,0.825,39.379581,14.808
7217,8030339,CONFIRMED,1.0,5.71668787,136.32274,0.616,1.97,431.7,1.92,955.0,196.51,11.8,5638.0,4.488,0.883,43.869068,15.665
7218,8037145,CONFIRMED,0.905,51.1658019,172.30921,0.817,4.637,259.2,1.51,398.0,5.96,12.2,4963.0,4.501,0.826,43.85326,14.55
7219,5471059,FALSE POSITIVE,0.0,12.4249559,141.5823,0.174,16.332,110.4,0.88,703.0,57.8,17.6,5524.0,4.54,0.847,40.63467,14.72
7220,5471675,FALSE POSITIVE,,12.427135,141.4159,0.011,12.81,32.5,1.05,1143.0,403.8,4.2,6561.0,4.054,1.821,40.6502,13.306
7223,3530668,FALSE POSITIVE,0.002,1.946198513,132.314091,0.249,4.0336,130720.0,52.58,1853.0,2779.44,902.8,6224.0,4.165,1.433,38.640308,13.993
7226,3831911,FALSE POSITIVE,0.0,30.4838006,149.8133,1.222,2.6,18441.0,23.87,315.0,2.32,9.4,3857.0,4.717,0.531,38.985008,15.021
7227,3852258,FALSE POSITIVE,0.0,5.7584367,135.11279,0.101,2.587,736.6,66.22,3389.0,31195.25,26.8,4754.0,2.194,25.287,38.97118,13.819
7228,3858919,FALSE POSITIVE,0.0,25.9522913,154.8689,0.142,10.977,557.8,2.03,567.0,24.49,14.0,5692.0,4.547,0.866,38.956291,15.999
7229,3869326,FALSE POSITIVE,0.0,8.58599537,136.21367,0.316,2.4078,818.0,39.03,2319.0,6831.52,36.9,4805.0,2.605,13.941,38.936691,11.598
7230,3971315,FALSE POSITIVE,0.0,9.892240848,136.693856,1.28,4.1774,5283.2,40.38,907.0,160.25,314.0,6225.0,4.461,1.009,39.006538,13.664
7232,2997455,FALSE POSITIVE,0.0,1.129848432,131.789871,1.042,2.07578,4658.5,120.13,3553.0,37690.9,490.6,4846.0,2.984,7.102,38.127789,13.8
7233,3003991,FALSE POSITIVE,0.0,7.244778994,131.8598491,0.522,3.3873,99147.0,25.68,818.0,105.76,1761.4,5530.0,4.586,0.788,38.199619,13.926
7234,3003991,FALSE POSITIVE,,110.1552727,211.5620379,,2.04,,,,,,,,,38.199619,13.926
7235,3229028,FALSE POSITIVE,0.0,0.730964241,132.19448,0.459,2.483,44.0,0.99,2467.0,8801.05,28.7,5929.0,4.152,1.463,38.324951,13.036
7237,3230787,FALSE POSITIVE,0.0,17.734020239,143.9226707,0.837,7.27595,186680.0,93.52,892.0,149.48,2905.9,5883.0,4.04,1.554,38.34166,12.553
7243,9101400,FALSE POSITIVE,0.0,0.829019343,131.46667,0.72,4.8401,278260.0,90.08,2492.0,9089.67,631.1,6645.0,4.271,1.328,45.490822,14.661
7244,9119652,FALSE POSITIVE,0.0,1.1080999,131.7222,0.525,3.3542,380930.0,124.19,2212.0,5632.6,155.4,5299.0,3.865,1.769,45.449188,14.305
7246,9145861,FALSE POSITIVE,,215.778765,180.324,0.7163,3.737,377.6,14.71,610.0,32.65,5.8,4902.0,3.042,7.056,45.599751,12.057
7248,7100673,CONFIRMED,0.997,5.99273265,131.75079,0.505,2.6502,69.8,0.91,1010.0,245.32,19.2,5574.0,4.354,1.065,42.65453,12.639
7249,7100673,CONFIRMED,1.0,5.10110666,132.42955,0.083,2.657,65.1,0.85,1065.0,304.8,19.5,5574.0,4.354,1.065,42.65453,12.639
7251,4150496,FALSE POSITIVE,0.0,94.22498,196.1757,0.801,22.445,346.3,1.84,387.0,5.28,15.5,5880.0,4.525,0.893,39.283871,15.534
7253,6129694,FALSE POSITIVE,,241.0122,263.077,0.4046,1.19,216.1,4.41,600.0,30.56,4.1,7843.0,3.829,2.909,41.430939,13.205
7255,9899315,FALSE POSITIVE,,164.689421,287.2483,0.5312,1.847,521.0,2.24,340.0,3.15,4.6,6089.0,4.495,0.95,46.731731,15.377
7256,4037428,FALSE POSITIVE,0.292,4.264729569,135.198495,0.924,2.2075,22672.0,29.95,1428.0,983.86,201.6,6052.0,4.084,1.417,39.186989,12.873
7257,4049124,FALSE POSITIVE,0.0,4.804469712,136.0047256,0.567,3.51946,132620.0,30.97,958.0,198.67,1177.8,5561.0,4.558,0.809,39.131359,14.654
7258,4275328,FALSE POSITIVE,0.0,6.150529292,132.522141,1.236,4.4562,2417.1,49.79,1421.0,964.26,301.4,6691.0,4.084,1.565,39.396561,13.303
7259,4753561,FALSE POSITIVE,0.0,4.944927575,131.61124,1.215,3.4648,1028.7,19.43,728.0,66.56,62.5,4428.0,4.59,0.701,39.825859,14.928
7260,4912991,FALSE POSITIVE,0.0,4.442517008,133.608114,0.936,2.43922,25342.0,26.08,1258.0,593.85,396.2,6316.0,4.387,1.119,40.087662,11.297
7262,5036966,FALSE POSITIVE,0.0,62.7356439,152.22026,0.73,10.7925,243700.0,90.12,590.0,28.65,1115.3,6211.0,4.127,1.44,40.153252,14.27
7263,5254230,FALSE POSITIVE,0.0,7.035518449,137.950087,1.268,3.5286,2139.0,24.91,782.0,88.6,91.5,5288.0,4.566,0.71,40.408539,14.884
7265,3634051,CONFIRMED,0.0,453.54212,360.0617,0.633,17.026,861.0,9.23,390.0,5.45,48.8,5874.0,3.664,3.006,38.74028,13.436
7266,7967517,FALSE POSITIVE,0.0,0.579516759,132.00256,0.638,1.342,27.0,0.6,2484.0,8953.61,9.8,6339.0,4.387,1.102,43.799587,13.559
7268,3761319,FALSE POSITIVE,0.228,16.2480865,143.96708,0.928,8.232,438.7,2.38,704.0,58.1,21.1,5729.0,4.436,0.923,38.855911,14.708
7269,3761319,FALSE POSITIVE,,466.9407,244.7508,0.2921,30.56,979.2,2.9,230.0,0.66,13.7,5729.0,4.436,0.923,38.855911,14.708
7270,3762553,FALSE POSITIVE,,289.788624,370.8039,0.6187,2.857,473.9,5.51,537.0,19.6,6.6,8057.0,3.946,2.407,38.8475,10.924
7271,3965879,FALSE POSITIVE,,55.00402906,134.2268671,,6.06,,,,,,,,,39.00388,13.335
7272,4035675,FALSE POSITIVE,0.0,2.873657901,132.5847,1.13,2.1054,43895.0,110.29,1830.0,2645.12,65.6,5692.0,3.829,2.287,39.17878,12.702
7273,9282687,FALSE POSITIVE,0.0,1.680425996,132.33173,0.646,5.4548,277250.0,102.31,2203.0,5564.77,440.1,6844.0,4.145,1.629,45.757729,14.11
7274,9289960,FALSE POSITIVE,,0.53345831,132.001459,,1.32,,,,,,,,,45.768803,11.957
7275,9291629,FALSE POSITIVE,0.0,20.686460198,133.8900931,0.002,37.7424,136150.0,184.22,1210.0,506.27,1656.7,4809.0,3.106,5.145,45.724098,13.957
7276,9304842,FALSE POSITIVE,,131.68018,229.6497,0.1224,14.73,2067.0,5.96,444.0,9.15,9.2,6468.0,4.288,1.302,45.778999,12.714
7278,9304923,FALSE POSITIVE,,200.762693,308.7451,42.778,2.215,1920.0,15056.9,692.0,54.06,5.5,7981.0,3.716,3.298,45.735371,12.377
7279,9343862,FALSE POSITIVE,0.0,1.123258617,132.02671,0.513,4.27355,377580.0,150.94,3215.0,25226.88,779.2,7945.0,4.023,2.17,45.853409,15.01
7284,5385410,FALSE POSITIVE,0.0,12.4250319,141.4868672,0.777,1.4446,29.5,0.89,1030.0,266.45,2.7,6290.0,4.133,1.506,40.5313,13.582
7285,3645438,CONFIRMED,0.911,386.370512,452.874,0.01,11.007,1336.4,2.96,209.0,0.45,13.1,5119.0,4.508,0.834,38.78775,15.825
7290,5385139,FALSE POSITIVE,0.0,12.4297161,141.2846,0.293,15.078,192.7,1.26,742.0,71.78,13.3,5754.0,4.534,0.905,40.585419,15.842
7291,5385150,FALSE POSITIVE,0.0,12.4288476,141.2012,0.031,16.43,165.4,1.12,725.0,65.27,15.2,5595.0,4.513,0.886,40.581341,15.47
7292,5385269,FALSE POSITIVE,0.0,12.4258252,141.5229,0.689,21.841,130.2,1.27,822.0,108.1,30.0,5968.0,4.426,1.048,40.557388,14.332
7293,8210370,FALSE POSITIVE,0.0,153.725848,284.07258,1.255,117.52,5257.7,259.36,734.0,68.48,302.3,4794.0,2.781,6.816,44.18874,11.167
7294,5385509,FALSE POSITIVE,0.0,12.4257907,141.5345,0.384,19.859,340.1,1.27,589.0,28.51,28.2,4873.0,4.586,0.693,40.53286,15.71
7295,5385566,FALSE POSITIVE,0.0,12.4253356,141.58,0.966,27.49,374.4,2.02,683.0,51.57,35.4,5442.0,4.541,0.783,40.506771,15.539
7296,5385773,FALSE POSITIVE,0.0,12.4254201,141.5458,0.428,18.56,144.5,0.84,659.0,44.57,24.9,5571.0,4.643,0.691,40.51413,14.667
7297,5386163,FALSE POSITIVE,0.0,12.424995,141.5904,0.746,20.282,51.5,2.06,1293.0,660.61,21.4,6098.0,3.707,2.657,40.55262,13.262
7298,5470960,FALSE POSITIVE,0.0,12.4227918,141.7972,0.979,27.29,202.6,1.44,634.0,38.29,15.5,5279.0,4.62,0.72,40.653389,15.955
7300,4144236,FALSE POSITIVE,0.0,22.913446297,140.6466918,0.709,4.11699,251840.0,81.61,811.0,102.27,6512.7,6621.0,4.294,1.297,39.221272,11.856
7302,4144236,FALSE POSITIVE,,10.0046881,136.47719,0.0164,2.389,50.6,1.9,1466.0,1091.58,8.3,6620.0,3.779,2.641,39.221272,11.856
7303,4150701,FALSE POSITIVE,0.0,8.65315602,136.64735,0.049,2.627,417.5,1.37,643.0,40.5,13.6,4746.0,4.605,0.696,39.245178,15.863
7305,4285087,FALSE POSITIVE,0.0,2.243015737,133.450825,0.661,4.31675,277950.0,92.34,1813.0,2547.31,5552.2,6181.0,4.084,1.444,39.318588,12.785
7306,4346875,FALSE POSITIVE,0.0,4.694218481,133.780334,0.616,4.53365,175470.0,35.81,946.0,189.23,739.8,5512.0,4.575,0.787,39.47913,15.584
7307,9394605,FALSE POSITIVE,0.0,0.87683182,132.06142,,1.96,,,,3077.39,,,,,45.979259,15.397
7308,9471755,FALSE POSITIVE,0.0,0.953734449,132.413233,1.262,1.7616,1240.4,47.65,2672.0,12038.6,120.5,7332.0,4.265,1.46,46.002289,12.771
7309,9479460,FALSE POSITIVE,0.0,2.073873563,132.59754,0.198,6.5605,603810.0,274.78,3150.0,23242.18,637.1,7803.0,3.688,3.373,46.0896,14.701
7310,9549472,FALSE POSITIVE,0.0,15.713787218,132.0981464,0.762,11.3122,60384.0,27.64,747.0,73.68,3602.0,5843.0,4.399,1.006,46.11824,14.049
7311,9576197,FALSE POSITIVE,0.0,7.964440392,136.194674,0.001,9.1701,68454.0,18.98,755.0,76.69,693.8,5250.0,4.548,0.736,46.289829,14.641
7312,8110758,FALSE POSITIVE,0.0,0.518071538,131.92715,1.264,1.7865,2195.5,42.1,2536.0,9823.05,152.1,5876.0,4.273,1.209,43.978649,14.013
7313,9579860,FALSE POSITIVE,0.0,2.151214629,131.74391,0.235,2.226,332.6,14.54,3287.0,27604.18,28.5,4748.0,2.635,8.179,46.206921,11.576
7317,5796186,FALSE POSITIVE,,320.18471858,423.2096375,,11.94,,,,,,,,,41.048222,13.909
7318,5471068,FALSE POSITIVE,0.0,12.426469,141.4649,0.978,25.71,180.5,1.66,729.0,66.74,24.2,5691.0,4.544,0.887,40.639469,15.178
7319,5471192,FALSE POSITIVE,0.0,12.4262889,141.4617,0.879,18.764,94.2,1.23,864.0,131.83,20.5,6246.0,4.433,1.092,40.632092,14.285
7320,5471217,FALSE POSITIVE,0.0,12.424747,141.6151,0.976,25.24,139.0,1.35,691.0,53.94,30.7,5514.0,4.569,0.826,40.660728,14.418
7321,5471769,FALSE POSITIVE,0.0,12.4255705,141.5298,0.984,28.88,139.4,1.37,721.0,63.95,21.1,5742.0,4.564,0.827,40.67429,14.961
7322,5471770,FALSE POSITIVE,0.0,12.426173,141.5013,0.997,30.64,115.1,2.67,1006.0,242.41,36.9,6367.0,4.181,1.357,40.652519,13.605
7323,5556804,FALSE POSITIVE,0.0,12.4244306,141.647,0.98,26.15,214.1,1.59,714.0,61.31,15.5,5761.0,4.581,0.791,40.709129,15.899
7324,5597970,FALSE POSITIVE,0.0,6.71738328,137.2100078,0.159,3.60057,164980.0,37.65,883.0,143.87,1208.2,5301.0,4.416,0.936,40.83622,12.778
7325,4459068,FALSE POSITIVE,0.0,24.955998503,149.094437,0.996,2.76331,4856.1,36.91,1438.0,1011.42,555.6,8617.0,3.78,3.018,39.563389,11.458
7328,4547480,FALSE POSITIVE,0.0,4.426942241,133.564383,0.951,1.6116,2896.6,5.43,958.0,199.4,68.9,5511.0,4.569,0.746,39.673592,15.469
7332,4740676,FALSE POSITIVE,0.0,3.454241684,131.711253,0.505,4.69505,88195.0,75.11,2010.0,3867.02,6581.3,6562.0,3.822,2.433,39.811352,13.198
7336,9767392,FALSE POSITIVE,0.0,1.457256942,131.60891,0.549,6.51381,364900.0,98.16,2112.0,4686.52,2443.8,6630.0,4.235,1.416,46.537949,14.713
7337,9774400,FALSE POSITIVE,0.0,10.818248422,137.17026,0.813,18.2848,13696.0,11.71,830.0,112.55,581.0,5955.0,4.446,0.894,46.521751,13.392
7338,9839081,FALSE POSITIVE,0.0,2.559236603,132.263863,1.251,1.6706,11273.0,37.66,1296.0,665.95,45.7,5955.0,4.534,0.883,46.68782,14.752
7339,9974142,FALSE POSITIVE,,281.35877,390.582,0.0371,7.74,278.5,4.22,446.0,9.34,6.2,6049.0,3.728,2.522,46.822491,13.654
7341,10163066,FALSE POSITIVE,,462.12345,408.2031,0.2396,8.46,699.0,1.9,169.0,0.19,6.9,4547.0,4.559,0.747,47.146481,15.165
7343,8780959,CONFIRMED,0.996,5.1117547,133.76122,0.962,3.281,267.8,2.81,1351.0,788.0,12.1,6432.0,4.207,1.345,44.986141,13.306
7344,8780959,CONFIRMED,0.0,9.6310258,132.7273,0.951,5.255,297.2,2.9,1094.0,338.33,12.7,6432.0,4.207,1.345,44.986141,13.306
7345,7429287,FALSE POSITIVE,,101.889228,213.9353,0.0237,2.71,80.9,1.43,487.0,13.26,8.5,5802.0,4.073,1.59,43.075821,11.443
7347,6592335,FALSE POSITIVE,,48.5023669,168.2091,30.612,1.053,740.0,906.03,192.0,0.32,5.5,3396.0,4.991,0.28,42.03231,15.896
7348,5951416,FALSE POSITIVE,,524.14139,344.9169,0.1508,11.603,403.7,1.88,237.0,0.74,9.2,6225.0,4.481,0.931,41.279121,14.892
7350,5643492,FALSE POSITIVE,0.0,41.86539723,161.17679,1.286,6.663,4309.3,31.14,500.0,14.79,103.4,6063.0,4.584,0.788,40.829948,14.528
7351,5795648,FALSE POSITIVE,0.802,4.553370029,135.433898,0.951,3.2209,23692.0,25.84,1264.0,603.58,570.6,6306.0,4.346,1.109,41.035351,11.471
7352,5961350,FALSE POSITIVE,0.0,5.262652179,135.6269856,0.96,2.85554,22651.0,35.99,1499.0,1191.71,2246.9,7049.0,4.212,1.549,41.290661,13.537
7353,10340423,FALSE POSITIVE,,345.98207283,392.1763832,,2.97,,,,,,,,,47.457088,15.962
7354,5979863,FALSE POSITIVE,0.0,16.621853404,133.5526451,0.58,3.91517,55297.0,22.32,719.0,63.3,1872.6,5949.0,4.451,0.907,41.290031,15.229
7355,6117415,FALSE POSITIVE,0.0,19.741616041,136.446922,1.04,3.07231,88822.0,82.98,902.0,156.6,2153.0,6535.0,4.183,1.529,41.408192,10.543
7356,6128027,FALSE POSITIVE,0.0,5.455766383,136.907217,0.794,2.8923,104540.0,28.2,795.0,94.27,536.8,5067.0,4.625,0.694,41.417339,15.863
7357,6146418,FALSE POSITIVE,0.0,22.44620704,149.1595,1.256,7.5491,1626.8,58.2,894.0,150.81,138.8,6070.0,3.969,1.777,41.402401,11.878
7359,4826439,FALSE POSITIVE,0.0,1.237147407,132.6581514,0.466,7.06623,435360.0,106.18,2107.0,4680.26,5557.4,6064.0,4.16,1.449,39.951889,13.82
7360,4933476,FALSE POSITIVE,0.0,1.28619671,131.87462,0.874,1.114,137.2,1.27,1646.0,1740.01,5.9,5650.0,4.391,0.926,40.06134,14.256
7361,4990977,FALSE POSITIVE,0.0,2.649026189,133.379281,0.914,2.4698,52172.0,32.7,1377.0,852.59,190.1,5838.0,4.342,0.988,40.196091,13.87
7362,5034333,FALSE POSITIVE,0.0,6.932281325,134.876198,1.291,11.0301,6405.9,90.57,1872.0,2902.34,325.8,8675.0,4.08,2.168,40.149479,11.52
7363,5039441,FALSE POSITIVE,0.001,2.151384476,133.1088143,0.237,3.34471,263860.0,66.2,1725.0,2097.48,2657.6,6184.0,4.19,1.257,40.156792,12.916
7364,8231299,FALSE POSITIVE,0.0,0.562273947,131.52433,0.662,3.1572,67.0,0.73,2083.0,4412.19,52.4,5632.0,4.45,0.847,44.170399,13.042
7365,5121173,FALSE POSITIVE,0.0,17.4352218,143.2261,1.211,51.666,603.3,67.91,1195.0,482.16,121.8,6313.0,3.706,2.641,40.27552,13.439
7371,10219361,FALSE POSITIVE,,117.634213,176.0874,0.5206,3.82,253.1,3.78,513.0,16.34,8.7,5236.0,3.711,2.332,47.222279,12.742
7372,10228942,FALSE POSITIVE,0.0,21.025447023,148.2226428,0.978,6.52216,115740.0,135.84,1123.0,376.4,4881.9,6631.0,3.798,2.438,47.25774,13.079
7373,10341878,FALSE POSITIVE,0.0,0.933753371,131.50945,0.311,4.438,47.3,1.44,3137.0,22850.9,19.8,7286.0,3.998,2.056,47.448299,13.231
7374,10357831,FALSE POSITIVE,0.0,1.72153588,131.7292,0.002,1.9227,39929.0,12.89,1045.0,281.41,29.3,4535.0,4.607,0.668,47.487919,16.459
7376,6150977,FALSE POSITIVE,0.0,2.765621941,133.680095,1.262,2.3191,8342.2,34.42,1134.0,391.86,173.2,5423.0,4.542,0.828,41.435921,15.664
7377,6182019,FALSE POSITIVE,0.001,3.664964374,134.152879,0.552,3.9058,90827.0,30.98,1184.0,464.89,437.8,5726.0,4.403,0.987,41.587959,15.643
7378,6191945,FALSE POSITIVE,0.0,6.8072842,135.5474,0.923,1.9477,14578.0,31.15,1156.0,421.16,32.9,5182.0,3.935,1.824,41.506672,14.044
7379,6209347,FALSE POSITIVE,0.034,2.136577151,133.026579,0.996,2.4682,79078.0,43.89,1311.0,698.75,124.3,5457.0,4.442,0.905,41.558311,15.281
7380,6268722,FALSE POSITIVE,0.005,2.638432816,133.003946,0.863,2.42989,48488.0,49.77,1933.0,3299.02,529.4,6502.0,3.991,1.753,41.660469,12.601
7381,6301030,FALSE POSITIVE,0.0,11.991000357,139.598337,0.534,6.4648,375940.0,78.78,897.0,153.29,802.9,5988.0,4.271,1.13,41.604561,17.777
7382,10480982,FALSE POSITIVE,0.0,2.03746414,131.54567,0.008,2.895,138.8,1.12,1474.0,1118.26,14.1,6117.0,4.496,0.947,47.69035,15.341
7383,6606934,FALSE POSITIVE,0.0,37.80694072,153.8409531,1.111,3.84264,106330.0,72.01,617.0,34.14,1571.8,6387.0,4.41,1.105,42.076382,14.898
7386,5385548,FALSE POSITIVE,0.0,12.42555055,141.5457,0.973,28.492,409.0,3.79,1027.0,262.42,123.7,6381.0,4.155,1.423,40.584942,13.244
7387,5385778,FALSE POSITIVE,0.0,12.42592247,141.54848,0.885,31.5,8707.6,79.21,1547.0,1353.9,190.8,4849.0,3.06,6.952,40.58028,12.696
7389,5471617,FALSE POSITIVE,,12.4237327,133.9642,0.132,18.15,30.1,1.12,1057.0,294.63,20.1,5221.0,3.72,2.067,40.68623,12.409
7390,5471617,FALSE POSITIVE,,94.38163,171.3362,0.593,11.87,91.2,2.04,537.0,19.72,7.5,5221.0,3.72,2.067,40.68623,12.409
7392,5629353,CONFIRMED,1.0,7.5844241,137.847,0.815,3.918,1005.0,5.83,1228.0,537.4,23.8,6264.0,4.133,1.651,40.850498,14.624
7393,10363233,FALSE POSITIVE,,210.899577,230.1954,0.3202,2.167,3345.0,4.85,268.0,1.22,7.8,5332.0,4.5,0.843,47.406021,14.788
7394,10385682,FALSE POSITIVE,0.0,3.103730697,132.8744585,0.539,6.93402,369230.0,75.28,1340.0,763.25,5143.6,6075.0,4.422,1.091,47.523762,15.001
7396,10414727,FALSE POSITIVE,,253.40538,273.6514,0.3967,7.43,240.8,2.69,443.0,9.13,5.0,7304.0,4.151,1.69,47.591881,12.962
7397,10483644,FALSE POSITIVE,0.0,5.110771787,133.315344,0.878,2.48392,50681.0,26.98,1048.0,284.85,394.0,6029.0,4.523,0.894,47.600342,13.985
7399,10601549,FALSE POSITIVE,0.0,1.463773705,132.807589,0.838,1.9123,64776.0,21.79,1329.0,739.19,119.7,5446.0,4.599,0.668,47.83461,13.318
7400,10614158,FALSE POSITIVE,0.0,4.46255312,133.64977,0.004,14.0957,22720.0,52.74,1795.0,2458.34,140.9,4847.0,3.277,3.619,47.886551,14.673
7401,8505215,FALSE POSITIVE,,79.87804945,184.7704412,,3.19,,,,,,,,,44.53112,12.96
7404,6614926,FALSE POSITIVE,0.019,3.026764871,133.3279059,0.198,4.32532,66720.0,26.36,1360.0,810.38,1561.2,6283.0,4.459,1.01,42.093979,14.044
7405,6628237,FALSE POSITIVE,0.001,3.840130917,135.139765,0.872,2.8951,60401.0,33.44,1205.0,498.48,275.6,5931.0,4.418,1.012,42.087898,14.479
7406,6694186,FALSE POSITIVE,0.0,5.554227226,135.16203,0.174,4.77434,142310.0,31.71,930.0,176.7,1517.7,5433.0,4.465,0.843,42.180779,12.376
7407,6934587,FALSE POSITIVE,0.0,1.570919281,132.47362,1.083,3.2232,65124.0,59.12,1797.0,2473.29,316.9,6192.0,4.326,1.162,42.46516,13.406
7408,7219906,FALSE POSITIVE,0.0,35.08976902,153.396702,1.264,3.9623,5754.6,33.1,501.0,14.95,170.8,5603.0,4.556,0.846,42.789169,14.266
7409,7257373,FALSE POSITIVE,0.0,5.233450136,133.1261573,0.457,8.57374,430420.0,70.33,1050.0,287.6,3921.8,5841.0,4.454,0.977,42.864952,13.424
7410,7295570,FALSE POSITIVE,0.0,3.6037011,131.6711,1.225,2.994,16112.0,66.94,1464.0,1089.0,33.4,5633.0,4.016,1.547,42.801239,14.492
7411,7362852,FALSE POSITIVE,0.0,3.518356021,131.8005089,0.593,6.90375,316750.0,64.49,1266.0,606.41,3217.6,6201.0,4.472,0.989,42.981609,15.168
7413,5641294,FALSE POSITIVE,,2.6160943,132.5162,0.6458,21.34,29.3,0.81,1744.0,2188.14,5.6,6645.0,4.232,1.42,40.874981,12.754
7414,5738698,FALSE POSITIVE,0.0,2.404386969,133.2105484,0.613,7.40348,313170.0,79.72,1670.0,1838.11,8577.4,6466.0,4.278,1.21,40.903961,11.941
7416,5768927,FALSE POSITIVE,0.021,4.390513938,132.550761,0.879,2.9472,46829.0,41.83,1401.0,910.71,290.7,6081.0,4.133,1.454,41.08448,13.209
7417,5814635,FALSE POSITIVE,0.0,3.86963822,131.6242,,2.29,,,,3728.91,,,,,41.058319,11.399
7419,5816144,FALSE POSITIVE,0.0,7.384681,132.1721,0.068,3.548,142.8,1.22,1000.0,236.56,10.6,6174.0,4.445,1.021,41.029331,14.191
7420,10717220,CONFIRMED,1.0,21.0907909,133.96316,0.832,4.751,417.6,1.88,606.0,31.86,19.7,5723.0,4.546,0.818,48.034931,14.223
7421,10728219,FALSE POSITIVE,0.0,3.371796653,134.876289,3.219,3.4421,366900.0,306.28,1155.0,419.47,560.2,5615.0,4.455,0.912,48.04615,15.909
7422,10735988,FALSE POSITIVE,0.644,1.927177921,132.571474,0.399,2.7742,136140.0,28.94,1219.0,523.16,204.7,5193.0,4.525,0.774,48.011501,15.706
7423,8112324,FALSE POSITIVE,0.0,0.575925434,131.92458,0.905,2.4676,137400.0,38.24,1834.0,2666.7,354.4,5461.0,4.586,0.683,43.995041,14.563
7424,10971944,FALSE POSITIVE,,496.17566,174.0663,0.4188,11.63,293.0,3.46,358.0,3.88,11.3,6643.0,3.946,1.976,48.489231,13.515
7425,10973583,FALSE POSITIVE,0.0,6.256352128,133.543181,1.269,2.3512,3289.3,30.76,918.0,167.92,120.4,5772.0,4.549,0.836,48.483929,15.798
7426,10989274,CONFIRMED,1.0,16.17803,132.326,0.081,5.18,449.0,2.25,754.0,76.54,6.0,5929.0,4.413,1.069,48.418571,14.472
7427,11099351,FALSE POSITIVE,0.0,2.37795507,132.557333,1.298,2.4329,4391.1,92.61,2965.0,18261.57,257.5,9565.0,4.088,2.286,48.64082,11.639
7428,11147460,FALSE POSITIVE,0.0,2.053866175,132.944062,1.265,4.8045,5021.3,158.25,2528.0,9631.57,380.5,5051.0,3.22,4.089,48.766811,13.912
7429,10662202,FALSE POSITIVE,,36.5521313,165.0716,0.4969,2.481,282.9,0.9,361.0,4.03,7.7,4722.0,4.723,0.527,47.92918,15.377
7430,11607193,FALSE POSITIVE,0.0,5.177577252,132.9009561,1.341,2.4777,1325.4,73.82,1671.0,1846.9,23.6,7429.0,4.143,1.796,49.68549,12.616
7431,10743597,FALSE POSITIVE,,4.08029328,131.7047,0.2428,2.8343,1128.4,2.92,1044.0,280.4,43.1,5619.0,4.536,0.874,48.045311,15.488
7432,4247991,CONFIRMED,0.976,104.3519624,190.10261,0.532,3.695,243.8,1.39,355.0,3.74,15.8,5650.0,4.546,0.87,39.33276,12.57
7436,8042747,FALSE POSITIVE,0.0,469.52303,381.4073,0.733,5.487,355.7,2.1,252.0,0.95,10.5,6197.0,4.449,1.035,43.85051,14.091
